model_name,dataset,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,model_layers,model.init.name,data,attack,model
ResNet101,mnist,FSQ,Thresh,,,,,,,,9,101,torch_example.ResNet101,0116c8f75a1acc2d291c6ddcdc0342bd,0116c8f75a1acc2d291c6ddcdc0342bd,0116c8f75a1acc2d291c6ddcdc0342bd
ResNet152,mnist,Conf,PGD,0.0,0.14,,8.402687979199904,697.69280963,10.234820121,0.029463848,2,152,torch_example.ResNet152,011832eb20c7bfcb2601f856783a118a,011832eb20c7bfcb2601f856783a118a,011832eb20c7bfcb2601f856783a118a
ResNet18,mnist,FSQ,PGD,0.9784166666666668,0.13,0.0666666666666666,69.79503255885321,,1.246507048,0.014640896,0,18,torch_example.ResNet18,01190dea4e049a3034713ca4ead3de01,01190dea4e049a3034713ca4ead3de01,01190dea4e049a3034713ca4ead3de01
ResNet101,mnist,Control,FGM,,,0.6194029850746269,,,,,0,101,torch_example.ResNet101,011f27f401f9acbb6b4413b848850443,011f27f401f9acbb6b4413b848850443,011f27f401f9acbb6b4413b848850443
ResNet101,mnist,Control,Deep,0.1053571428571428,0.14,0.6194029850746269,5.66503280564045,,15.180847658,0.075465478,6,101,torch_example.ResNet101,012347a0de32a7031b82b9b5b078b889,012347a0de32a7031b82b9b5b078b889,012347a0de32a7031b82b9b5b078b889
ResNet18,mnist,FSQ,HSJ,0.1041666666666666,0.05,0.0,57.7831222556731,,1.644078691,0.011449904,0,18,torch_example.ResNet18,0126d0776f9c0d8bbfd843335446da6c,0126d0776f9c0d8bbfd843335446da6c,0126d0776f9c0d8bbfd843335446da6c
ResNet34,mnist,Control,HSJ,0.9977857142857144,0.11,0.1194029850746268,108.56733468021643,,0.819767753,0.007624004,8,34,torch_example.ResNet34,01280452f53f8aadf410fa35c557e8e4,01280452f53f8aadf410fa35c557e8e4,01280452f53f8aadf410fa35c557e8e4
ResNet18,mnist,FSQ,Deep,0.9908333333333332,0.1,0.4666666666666667,43.71878406863667,,2.058611691,0.008833987,0,18,torch_example.ResNet18,012ad65f31a41dab6544b8d5b7eb1f14,012ad65f31a41dab6544b8d5b7eb1f14,012ad65f31a41dab6544b8d5b7eb1f14
ResNet101,mnist,Gauss-out,FGM,0.0,0.06,,35.62072200078725,107.730393726,2.638913383,0.024810117,7,101,torch_example.ResNet101,012f86ce3e9f8bca4c121882b53d0c60,012f86ce3e9f8bca4c121882b53d0c60,012f86ce3e9f8bca4c121882b53d0c60
ResNet152,mnist,Conf,Deep,0.1232142857142857,0.08,,12.486793732820786,301.688655376,7.367784074,0.032101335,2,152,torch_example.ResNet152,01314507ec46d351343b101201f3713c,01314507ec46d351343b101201f3713c,01314507ec46d351343b101201f3713c
ResNet18,mnist,Conf,PGD,0.9874166666666668,0.1,0.8988764044943821,110.79353061999204,,0.812321798,0.014129541,0,18,torch_example.ResNet18,01371d92946215f3f4deaee92078c70e,01371d92946215f3f4deaee92078c70e,01371d92946215f3f4deaee92078c70e
ResNet101,mnist,Control,Pixel,0.0,0.07,0.6194029850746269,26.684701377670187,,3.485142992,0.019879718,9,101,torch_example.ResNet101,0138857e3914c35a623d1906b9a4f583,0138857e3914c35a623d1906b9a4f583,0138857e3914c35a623d1906b9a4f583
ResNet18,mnist,Conf,PGD,0.3471666666666667,0.0,1.0,86.37726237284944,,1.157712079,0.005660991,0,18,torch_example.ResNet18,013a6ba4dc12a9aeff3b33e299a5af7d,013a6ba4dc12a9aeff3b33e299a5af7d,013a6ba4dc12a9aeff3b33e299a5af7d
ResNet50,mnist,Gauss-out,FGM,0.9536428571428572,0.09,,52.00233359729128,109.371897816,1.749921469,0.014622013,5,50,torch_example.ResNet50,013b3c3dd26c88c2e7e6d150211b90ff,013b3c3dd26c88c2e7e6d150211b90ff,013b3c3dd26c88c2e7e6d150211b90ff
ResNet18,mnist,Gauss-in,Deep,0.9905833333333334,0.09,0.0,64.52307460615859,,1.410348167,0.027511532,0,18,torch_example.ResNet18,013f860747c1aa4e17be398671d715f8,013f860747c1aa4e17be398671d715f8,013f860747c1aa4e17be398671d715f8
ResNet18,mnist,Gauss-in,PGD,0.81875,0.13,1.0,50.70349283808676,,1.715858122,0.019858535,0,18,torch_example.ResNet18,014605593ce6a315f0451dfa71941cb3,014605593ce6a315f0451dfa71941cb3,014605593ce6a315f0451dfa71941cb3
ResNet18,mnist,Conf,PGD,0.98375,0.0,1.0,135.32195752094086,204.466123518,0.738978373,0.006003781,0,18,torch_example.ResNet18,0147613e7dd3ac297d0a162176fa85d2,0147613e7dd3ac297d0a162176fa85d2,0147613e7dd3ac297d0a162176fa85d2
ResNet18,mnist,Conf,FGM,0.9835,0.0,1.0,93.50622993064682,186.431045345,1.069447459,0.005776037,0,18,torch_example.ResNet18,0147619e3db4bfc993a5136dd42de013,0147619e3db4bfc993a5136dd42de013,0147619e3db4bfc993a5136dd42de013
ResNet18,mnist,FSQ,Thresh,,,,,116.866135631,1.714898906,,8,18,torch_example.ResNet18,0149d8b84eeaf271aa77fbcc95a5cb2b,0149d8b84eeaf271aa77fbcc95a5cb2b,0149d8b84eeaf271aa77fbcc95a5cb2b
ResNet18,mnist,FSQ,Deep,0.8995,0.12,0.2,107.08976235160785,,0.821740548,0.022804053,0,18,torch_example.ResNet18,014e9e7155ab618b9d96d447dbc3863d,014e9e7155ab618b9d96d447dbc3863d,014e9e7155ab618b9d96d447dbc3863d
ResNet18,mnist,Control,PGD,0.9713333333333334,0.06,0.0,74.1621796785952,,1.267492412,0.011218987,0,18,torch_example.ResNet18,014ef1f3ea0f6ea19510801a60d33366,014ef1f3ea0f6ea19510801a60d33366,014ef1f3ea0f6ea19510801a60d33366
ResNet18,mnist,Control,FGM,,,0.0,,,,,2,18,torch_example.ResNet18,01567844b78faccaf90ae6b8907b9395,01567844b78faccaf90ae6b8907b9395,01567844b78faccaf90ae6b8907b9395
ResNet101,mnist,Conf,FGM,0.0,0.07,,19.40524260163462,217.748959205,4.792519316,0.043449529,0,101,torch_example.ResNet101,015f29a38f4af19cc0772e9c24567739,015f29a38f4af19cc0772e9c24567739,015f29a38f4af19cc0772e9c24567739
ResNet18,mnist,Gauss-in,PGD,0.7424166666666666,0.13,0.2929292929292929,73.36489353318272,,1.185853285,0.010977746,0,18,torch_example.ResNet18,0160ee88b1555d2303149a0b4c1c3281,0160ee88b1555d2303149a0b4c1c3281,0160ee88b1555d2303149a0b4c1c3281
ResNet18,mnist,Control,HSJ,0.9676428571428572,0.08,0.0,53.63057843591483,,1.715439264,0.004757962,8,18,torch_example.ResNet18,01646c7f93a2218bc852bcd34c18ff70,01646c7f93a2218bc852bcd34c18ff70,01646c7f93a2218bc852bcd34c18ff70
ResNet18,mnist,FSQ,PGD,0.9644166666666668,0.16,0.0666666666666666,138.37683511158,,0.60703802,0.009032034,0,18,torch_example.ResNet18,016500cf127df5fce6cad197787c3668,016500cf127df5fce6cad197787c3668,016500cf127df5fce6cad197787c3668
ResNet18,mnist,Conf,PGD,0.9843333333333332,0.0,0.2247191011235954,133.0731759840082,,0.751466246,0.008762832,0,18,torch_example.ResNet18,01650f899e24b386d67d87fdf9902b56,01650f899e24b386d67d87fdf9902b56,01650f899e24b386d67d87fdf9902b56
ResNet101,mnist,Gauss-in,PGD,0.9773571428571428,0.1,,12.10513081441088,384.611563741,7.434863892,0.020116375,5,101,torch_example.ResNet101,0167ea467fa832074b226ec9d17cd1fb,0167ea467fa832074b226ec9d17cd1fb,0167ea467fa832074b226ec9d17cd1fb
ResNet18,mnist,Gauss-in,FGM,0.9579166666666666,0.13,0.494949494949495,35.50294003519149,,2.45050128,0.016697022,0,18,torch_example.ResNet18,0168ba16f3ce40f3837b808b33603414,0168ba16f3ce40f3837b808b33603414,0168ba16f3ce40f3837b808b33603414
ResNet18,mnist,Control,PGD,0.9915,0.15,0.0,83.36112462465772,,1.019659948,0.008320958,0,18,torch_example.ResNet18,0169412b92c46ff06e123b851c20ff52,0169412b92c46ff06e123b851c20ff52,0169412b92c46ff06e123b851c20ff52
ResNet101,mnist,Conf,Deep,0.0,0.09,,17.557983034092604,192.552206255,5.182827653,0.025571455,7,101,torch_example.ResNet101,016fd97d3210bcfd180a70776740eda2,016fd97d3210bcfd180a70776740eda2,016fd97d3210bcfd180a70776740eda2
ResNet34,mnist,Control,Thresh,0.1235,0.08,0.1194029850746268,8.829794533478907,,10.419268495,0.012350081,9,34,torch_example.ResNet34,0173ad7b54606613abf9289cada4ea30,0173ad7b54606613abf9289cada4ea30,0173ad7b54606613abf9289cada4ea30
ResNet18,mnist,Gauss-in,FGM,0.9368333333333332,0.06,0.494949494949495,50.28535639826055,,1.869331486,0.013749895,0,18,torch_example.ResNet18,01756c0b4f172c7e223273dcffbb7795,01756c0b4f172c7e223273dcffbb7795,01756c0b4f172c7e223273dcffbb7795
ResNet34,mnist,Control,HSJ,0.1125,0.13,0.1194029850746268,33.4771435616174,254.171673189,2.598788031,0.016527268,5,34,torch_example.ResNet34,0175ae347ed4efb417449466afd0f9bb,0175ae347ed4efb417449466afd0f9bb,0175ae347ed4efb417449466afd0f9bb
ResNet50,mnist,FSQ,PGD,0.1397142857142857,0.13,,54.36314302475969,108.996571551,1.600348971,0.012961272,5,50,torch_example.ResNet50,0175d37d39a0195cca00cd1119a42a2b,0175d37d39a0195cca00cd1119a42a2b,0175d37d39a0195cca00cd1119a42a2b
ResNet18,mnist,Gauss-in,PGD,0.2381666666666666,0.15,1.0,68.81973526545684,,1.235110825,0.015664372,0,18,torch_example.ResNet18,017b4342c842978a8d18dba2a6fca146,017b4342c842978a8d18dba2a6fca146,017b4342c842978a8d18dba2a6fca146
ResNet18,mnist,Conf,FGM,0.9705833333333334,0.07,0.0,156.7371502283249,113.449179688,0.593350076,0.005849071,0,18,torch_example.ResNet18,017f419f5e60b116c41f22469cb52619,017f419f5e60b116c41f22469cb52619,017f419f5e60b116c41f22469cb52619
ResNet18,mnist,Gauss-out,PGD,0.9886666666666668,0.09,0.0,102.77864703853828,,0.885397917,0.007459669,0,18,torch_example.ResNet18,017f918c4137e943147bc2b80eabd714,017f918c4137e943147bc2b80eabd714,017f918c4137e943147bc2b80eabd714
ResNet18,mnist,Conf,FGM,0.9841666666666666,0.0,0.8988764044943821,63.3485080102063,,1.578569143,0.045393334,0,18,torch_example.ResNet18,0180b4283ccfb03dedb813e043c439eb,0180b4283ccfb03dedb813e043c439eb,0180b4283ccfb03dedb813e043c439eb
ResNet152,mnist,Control,FGM,0.0,0.08,1.0,27.637542043915,,3.328805429,0.028399063,6,152,torch_example.ResNet152,01812ea4fde51648c97e960b3e4048cd,01812ea4fde51648c97e960b3e4048cd,01812ea4fde51648c97e960b3e4048cd
ResNet101,mnist,Gauss-in,Deep,0.9395714285714286,0.14,,36.27236611824853,193.322777081,2.370950925,0.045333491,6,101,torch_example.ResNet101,01814e37ece3fd40893f3987fac4a3a7,01814e37ece3fd40893f3987fac4a3a7,01814e37ece3fd40893f3987fac4a3a7
ResNet18,mnist,Gauss-out,FGM,0.9889166666666668,0.14,0.2929292929292929,50.05806858190319,,1.718004758,0.019802605,0,18,torch_example.ResNet18,018177fc783d805bd091667cfda0d319,018177fc783d805bd091667cfda0d319,018177fc783d805bd091667cfda0d319
ResNet152,mnist,Control,FGM,,,1.0,,,,,2,152,torch_example.ResNet152,01819788d98407dced302b95b8528896,01819788d98407dced302b95b8528896,01819788d98407dced302b95b8528896
ResNet18,mnist,Control,PGD,0.9895,0.15,0.0,66.19546213503685,,1.284075936,0.031226766,0,18,torch_example.ResNet18,0185cb7b23c77b0f8a6a42ce97944c28,0185cb7b23c77b0f8a6a42ce97944c28,0185cb7b23c77b0f8a6a42ce97944c28
ResNet18,mnist,Gauss-in,FGM,0.9569166666666666,0.1,0.494949494949495,37.47514088091129,224.675562247,2.401592039,0.015253093,0,18,torch_example.ResNet18,0188ce4ea04e5224053081aa67965260,0188ce4ea04e5224053081aa67965260,0188ce4ea04e5224053081aa67965260
ResNet18,mnist,Conf,PGD,0.9013333333333332,0.0,1.0,143.00148140239637,,0.699293455,0.00889323,0,18,torch_example.ResNet18,018aaacd96c9bba43786adce15249781,018aaacd96c9bba43786adce15249781,018aaacd96c9bba43786adce15249781
ResNet18,mnist,Conf,FGM,0.991,0.07,0.2247191011235954,99.65416137706218,188.744751556,0.933227461,0.005674279,0,18,torch_example.ResNet18,018d7b5847ea935231b34131e4bb31ae,018d7b5847ea935231b34131e4bb31ae,018d7b5847ea935231b34131e4bb31ae
ResNet34,mnist,FSQ,Thresh,0.9863571428571428,0.1,,40.90917983077179,,2.199995218,0.008670989,1,34,torch_example.ResNet34,018d93d2237257cff14d7cec44e68c92,018d93d2237257cff14d7cec44e68c92,018d93d2237257cff14d7cec44e68c92
ResNet50,mnist,Control,HSJ,0.9723571428571428,0.08,0.2388059701492537,16.071785179135947,527.33298174,5.724317428,0.028319703,3,50,torch_example.ResNet50,018fe0f61b1aa033c9f73fa20af50f5e,018fe0f61b1aa033c9f73fa20af50f5e,018fe0f61b1aa033c9f73fa20af50f5e
ResNet152,mnist,Gauss-in,Deep,,,,,,,,1,152,torch_example.ResNet152,0191ffb7fb4641949a2c26d0c2e50af8,0191ffb7fb4641949a2c26d0c2e50af8,0191ffb7fb4641949a2c26d0c2e50af8
ResNet101,mnist,Conf,FGM,0.0,0.08,,12.75892960825629,375.661927907,7.210636223,0.019541263,2,101,torch_example.ResNet101,01942cc4e4d588aed8a7324f0ce9c197,01942cc4e4d588aed8a7324f0ce9c197,01942cc4e4d588aed8a7324f0ce9c197
ResNet50,mnist,Control,FGM,0.9877857142857144,0.14,0.2388059701492537,57.5393241521576,,1.494629999,0.012366007,6,50,torch_example.ResNet50,019a726317498a041577a3749fc02aaf,019a726317498a041577a3749fc02aaf,019a726317498a041577a3749fc02aaf
ResNet18,mnist,FSQ,Deep,0.98975,0.08,0.0666666666666666,97.85925445699364,,0.940125699,0.007636472,0,18,torch_example.ResNet18,01a17e5c8a312bdcbcd92ec3c3a792ac,01a17e5c8a312bdcbcd92ec3c3a792ac,01a17e5c8a312bdcbcd92ec3c3a792ac
ResNet34,mnist,Control,Deep,0.0,0.12,0.1194029850746268,30.02846278897613,,2.930552943,0.061957497,4,34,torch_example.ResNet34,01aad13469767982e191b8fa3a9992a9,01aad13469767982e191b8fa3a9992a9,01aad13469767982e191b8fa3a9992a9
ResNet18,mnist,FSQ,Deep,0.8991666666666667,0.05,0.4666666666666667,137.679891568071,,0.690006354,0.012366263,0,18,torch_example.ResNet18,01b0d9b434bce1693de76c2c3d00076d,01b0d9b434bce1693de76c2c3d00076d,01b0d9b434bce1693de76c2c3d00076d
ResNet18,mnist,Gauss-out,PGD,0.9841666666666666,0.14,0.0909090909090909,84.52780882299086,,1.017416649,0.016768124,0,18,torch_example.ResNet18,01b7527c7e76125b1af60a918dce3d2c,01b7527c7e76125b1af60a918dce3d2c,01b7527c7e76125b1af60a918dce3d2c
ResNet18,mnist,Conf,Deep,0.9095,0.13,0.2247191011235954,55.38621936952832,,1.570787842,0.015834913,0,18,torch_example.ResNet18,01b90dc0948187ba044ae2e90105e9d5,01b90dc0948187ba044ae2e90105e9d5,01b90dc0948187ba044ae2e90105e9d5
ResNet50,mnist,FSQ,Pixel,0.4798571428571428,0.08,,65.3174682844785,66.855576943,1.408505296,0.011381039,0,50,torch_example.ResNet50,01b97476730e98bf2984907c6cb6170e,01b97476730e98bf2984907c6cb6170e,01b97476730e98bf2984907c6cb6170e
ResNet34,mnist,Gauss-out,Pixel,0.0,0.06,,82.75667571955442,69.53455196,1.135860028,0.010358295,1,34,torch_example.ResNet34,01b9e023327a1b1cf704ea8405de5daa,01b9e023327a1b1cf704ea8405de5daa,01b9e023327a1b1cf704ea8405de5daa
ResNet152,mnist,Control,HSJ,0.9675714285714284,0.08,1.0,27.468161586727252,153.159319407,3.34933227,0.028560795,4,152,torch_example.ResNet152,01ba08c6a7ac441f636a07eafa5e7004,01ba08c6a7ac441f636a07eafa5e7004,01ba08c6a7ac441f636a07eafa5e7004
ResNet34,mnist,Gauss-in,Deep,0.9816428571428572,0.08,,110.77989701339648,73.660419643,0.830475587,0.007603022,2,34,torch_example.ResNet34,01bd2c55b00670b303bfa2065422183d,01bd2c55b00670b303bfa2065422183d,01bd2c55b00670b303bfa2065422183d
ResNet18,mnist,Conf,PGD,0.991,0.1,0.2247191011235954,97.72409688414308,,0.920960161,0.019353682,0,18,torch_example.ResNet18,01c41b1baee5fc6e6c01945776d1436f,01c41b1baee5fc6e6c01945776d1436f,01c41b1baee5fc6e6c01945776d1436f
ResNet34,mnist,Gauss-in,FGM,0.1289285714285714,0.12,,106.87656965852888,47.669076654,0.82337972,0.008008042,9,34,torch_example.ResNet34,01c5615d12d0cc38b57b7bd92131a1c8,01c5615d12d0cc38b57b7bd92131a1c8,01c5615d12d0cc38b57b7bd92131a1c8
ResNet101,mnist,Gauss-out,Thresh,0.0,0.09,,34.39707211215006,107.618561016,2.64557401,0.024010147,4,101,torch_example.ResNet101,01cb1d56e25f57a05aaec5714e762dd4,01cb1d56e25f57a05aaec5714e762dd4,01cb1d56e25f57a05aaec5714e762dd4
ResNet50,mnist,FSQ,FGM,0.9522142857142856,0.09,,57.18146621247072,109.981042251,1.59142474,0.013037779,6,50,torch_example.ResNet50,01cd6f559fd10fdd90e14b319fce1132,01cd6f559fd10fdd90e14b319fce1132,01cd6f559fd10fdd90e14b319fce1132
ResNet50,mnist,Control,FGM,0.4437142857142857,0.07,0.2388059701492537,11.90255517377521,527.66459064,7.813448343,0.010891614,0,50,torch_example.ResNet50,01d0b29697158f93cc26222185d85f06,01d0b29697158f93cc26222185d85f06,01d0b29697158f93cc26222185d85f06
ResNet34,mnist,Control,Deep,0.2487857142857142,0.11,0.1194029850746268,21.182369929501554,266.72714814,4.201607294,0.017333762,3,34,torch_example.ResNet34,01d5a7b7dbf01906324dbf0de714079e,01d5a7b7dbf01906324dbf0de714079e,01d5a7b7dbf01906324dbf0de714079e
ResNet101,mnist,Control,Thresh,0.9105,0.13,0.6194029850746269,11.335990168285823,731.702304067,7.674671441,0.020165438,8,101,torch_example.ResNet101,01d7dd001373ddc42df376d1679210e5,01d7dd001373ddc42df376d1679210e5,01d7dd001373ddc42df376d1679210e5
ResNet18,mnist,FSQ,PGD,0.102,0.09,0.0,77.89585497785937,,1.168226474,0.012446382,0,18,torch_example.ResNet18,01db7ab25b87d853c826229990164716,01db7ab25b87d853c826229990164716,01db7ab25b87d853c826229990164716
ResNet18,mnist,FSQ,HSJ,0.1041666666666666,0.09,0.0,115.98389194806036,,0.784591709,0.006334567,0,18,torch_example.ResNet18,01dcac24ff56b97bd92908b2bdcd2148,01dcac24ff56b97bd92908b2bdcd2148,01dcac24ff56b97bd92908b2bdcd2148
ResNet18,mnist,Control,Deep,0.5885714285714285,0.11,0.0,47.91802775626022,128.181333462,1.857338546,0.010623214,8,18,torch_example.ResNet18,01dece02ad38f924ba95e5e8568dd28f,01dece02ad38f924ba95e5e8568dd28f,01dece02ad38f924ba95e5e8568dd28f
ResNet18,mnist,Conf,FGM,0.9723333333333334,0.0,0.8988764044943821,49.50673048258489,,2.019927372,0.005873543,0,18,torch_example.ResNet18,01e3d321db46fa781914d6d39958b52c,01e3d321db46fa781914d6d39958b52c,01e3d321db46fa781914d6d39958b52c
ResNet101,mnist,Gauss-out,PGD,0.9393571428571428,0.12,,15.744836742458764,191.627103644,5.58913385,0.022263723,0,101,torch_example.ResNet101,01e437ed1547b85f29a7de3cec96c6cd,01e437ed1547b85f29a7de3cec96c6cd,01e437ed1547b85f29a7de3cec96c6cd
ResNet50,mnist,Control,PGD,0.0,0.1,0.2388059701492537,61.68007278593998,,1.459142247,0.012376644,0,50,torch_example.ResNet50,01e5d71d3c2ba8a533f2daca114816c0,01e5d71d3c2ba8a533f2daca114816c0,01e5d71d3c2ba8a533f2daca114816c0
ResNet18,mnist,Conf,PGD,0.9809166666666668,0.0,1.0,115.55729407138988,,0.865371596,0.005634029,0,18,torch_example.ResNet18,01eac03482254a31464157a4b29a6eab,01eac03482254a31464157a4b29a6eab,01eac03482254a31464157a4b29a6eab
ResNet18,mnist,Gauss-out,PGD,0.9853333333333332,0.03,0.0909090909090909,76.5968562576549,,1.266370511,0.014257634,0,18,torch_example.ResNet18,01f691cf537847273f8fec87820e233f,01f691cf537847273f8fec87820e233f,01f691cf537847273f8fec87820e233f
ResNet18,mnist,Conf,FGM,0.9910833333333332,0.06,0.2247191011235954,142.5152790251613,,0.659578402,0.005610354,0,18,torch_example.ResNet18,01f6ddd691c8fc0f42c918df8942d961,01f6ddd691c8fc0f42c918df8942d961,01f6ddd691c8fc0f42c918df8942d961
ResNet18,mnist,FSQ,Deep,0.982,0.13,1.0,63.59818262359664,,1.367963618,0.006319701,0,18,torch_example.ResNet18,01f72a7c72c6aed63a44b6bb3b071670,01f72a7c72c6aed63a44b6bb3b071670,01f72a7c72c6aed63a44b6bb3b071670
ResNet152,mnist,Gauss-out,Deep,0.0,0.12,,8.278916049499504,,10.62941084,0.069276161,0,152,torch_example.ResNet152,01fa1cf3339dfd7051b823672bc45e5b,01fa1cf3339dfd7051b823672bc45e5b,01fa1cf3339dfd7051b823672bc45e5b
ResNet18,mnist,Conf,Deep,0.455,0.08,0.0,105.57484212837294,,0.871419726,0.014546693,0,18,torch_example.ResNet18,01fad08bd636fe67f0aa955daca2e9fa,01fad08bd636fe67f0aa955daca2e9fa,01fad08bd636fe67f0aa955daca2e9fa
ResNet34,mnist,Conf,Deep,0.0,0.0,,27.99775599105642,202.431510235,3.57171482,0.042155815,0,34,torch_example.ResNet34,01fc6f1df190fb84fdb04ceedd232185,01fc6f1df190fb84fdb04ceedd232185,01fc6f1df190fb84fdb04ceedd232185
ResNet18,mnist,Control,PGD,0.9913333333333332,0.04,0.0,146.50841064190456,,0.655252484,0.009462404,0,18,torch_example.ResNet18,01fdae98b3d10d9f97489cc052daab4d,01fdae98b3d10d9f97489cc052daab4d,01fdae98b3d10d9f97489cc052daab4d
ResNet34,mnist,Control,PGD,0.9849285714285714,0.1,0.1194029850746268,5.842425685664693,,1.540456051,0.020181631,6,34,torch_example.ResNet34,01fdbf1bd1f4cff44b813519090d3210,01fdbf1bd1f4cff44b813519090d3210,01fdbf1bd1f4cff44b813519090d3210
ResNet152,mnist,Conf,PGD,0.2319285714285714,0.06,,6.528036276680938,711.618744128,14.399429785,0.05739199,7,152,torch_example.ResNet152,01fe2ee1689fdea01ca3e9174604def3,01fe2ee1689fdea01ca3e9174604def3,01fe2ee1689fdea01ca3e9174604def3
ResNet152,mnist,FSQ,Deep,0.1120714285714285,0.12,,25.40005813149668,152.708042136,3.464559,0.030731287,9,152,torch_example.ResNet152,0201492c10149e797229510d0efc0192,0201492c10149e797229510d0efc0192,0201492c10149e797229510d0efc0192
ResNet18,mnist,Conf,Deep,0.905,0.0,0.8988764044943821,89.37146820435521,,1.118925335,0.029633371,0,18,torch_example.ResNet18,0201dd1e92eb33d6ecce6dfd04977a4b,0201dd1e92eb33d6ecce6dfd04977a4b,0201dd1e92eb33d6ecce6dfd04977a4b
ResNet18,mnist,FSQ,HSJ,0.9841666666666666,0.16,0.2,108.83168290539672,,0.771834063,0.006849531,0,18,torch_example.ResNet18,02049a0b4a13d908dd7af4681ee8eca5,02049a0b4a13d908dd7af4681ee8eca5,02049a0b4a13d908dd7af4681ee8eca5
ResNet18,mnist,Conf,PGD,0.91125,0.08,0.0,99.49342640767458,,0.924684206,0.008740184,0,18,torch_example.ResNet18,0205308e047dc53390625398bf6553a2,0205308e047dc53390625398bf6553a2,0205308e047dc53390625398bf6553a2
ResNet101,mnist,FSQ,Pixel,0.0986428571428571,0.07,,25.03420994103594,,3.714916517,0.020819364,0,101,torch_example.ResNet101,02066d396bf9ddb5150facc4f140585b,02066d396bf9ddb5150facc4f140585b,02066d396bf9ddb5150facc4f140585b
ResNet18,mnist,FSQ,Deep,0.0998333333333333,0.09,0.0,56.816297933627766,232.194530149,1.601653105,0.00710282,0,18,torch_example.ResNet18,020673559081e4d98ef49728e97cbe32,020673559081e4d98ef49728e97cbe32,020673559081e4d98ef49728e97cbe32
ResNet18,mnist,FSQ,HSJ,0.9908333333333332,0.1,0.2,107.0036791134436,,0.841092575,0.012369595,0,18,torch_example.ResNet18,02068614ff47da9de6ffcec0ab39281b,02068614ff47da9de6ffcec0ab39281b,02068614ff47da9de6ffcec0ab39281b
ResNet34,mnist,Gauss-in,PGD,0.0,0.1,,28.579011308944995,209.873863186,3.149164225,0.007983081,5,34,torch_example.ResNet34,020c72d72f5532e2cfe2046fd8f05b9f,020c72d72f5532e2cfe2046fd8f05b9f,020c72d72f5532e2cfe2046fd8f05b9f
ResNet18,mnist,Gauss-in,PGD,0.4325,0.16,0.0,67.75001827960017,,1.239852064,0.020354335,0,18,torch_example.ResNet18,020d06aed5711da6039051474b10a568,020d06aed5711da6039051474b10a568,020d06aed5711da6039051474b10a568
ResNet18,mnist,Control,PGD,0.9913333333333332,0.04,0.0,134.29493994040712,,0.714844506,0.011278093,0,18,torch_example.ResNet18,020ff3fe4c555da34baebef360503bc4,020ff3fe4c555da34baebef360503bc4,020ff3fe4c555da34baebef360503bc4
ResNet50,mnist,FSQ,Deep,0.0,0.09,,34.12190329225814,,2.666908678,0.01163634,2,50,torch_example.ResNet50,0212400678fd92be9f6ee54ef6d76a7a,0212400678fd92be9f6ee54ef6d76a7a,0212400678fd92be9f6ee54ef6d76a7a
ResNet18,mnist,Control,Thresh,,,0.0,,31.739125161,0.513637381,,1,18,torch_example.ResNet18,0213dcb156dddebf4c65c03a84d97321,0213dcb156dddebf4c65c03a84d97321,0213dcb156dddebf4c65c03a84d97321
ResNet50,mnist,Control,Deep,0.9904285714285714,0.05,0.2388059701492537,37.48717696360952,,2.534199897,0.011218231,6,50,torch_example.ResNet50,0215e4747ee4680960a6359cac4b3b3d,0215e4747ee4680960a6359cac4b3b3d,0215e4747ee4680960a6359cac4b3b3d
ResNet18,mnist,FSQ,HSJ,0.9903333333333332,0.1,0.2,106.5539027708708,,0.844642924,0.005895848,0,18,torch_example.ResNet18,021803da4988428f08fe2185e77a0b67,021803da4988428f08fe2185e77a0b67,021803da4988428f08fe2185e77a0b67
